,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,revenue
6163,Up & Down,53,189883,0.002,0.713,0.827,1.36E-06,7,0.229,-2.666,1,0.0353,112.011,4,0.379,5054
6164,Mujer Contra Mujer,48,245266,0.906,0.55,0.335,0.00261,5,0.0967,-11.154,1,0.0357,72.786,4,0.207,5701
6165,My Blood,79,229120,0.0563,0.749,0.723,0.022,1,0.0977,-6.609,1,0.0432,108.999,4,0.674,6113
6166,I Want To Know What Love Is (2008 Remastered Version),65,295480,0.17,0.48,0.529,4.27E-06,6,0.257,-7.825,1,0.0275,81.527,4,0.469,8627
6167,Better Now,95,231266,0.354,0.68,0.563,0,10,0.136,-5.843,1,0.0454,145.028,4,0.374,4803
6168,Hoja En Blanco,66,307200,0.225,0.932,0.772,3.24E-06,0,0.176,-3.599,1,0.0369,135.063,4,0.863,5165
6169,Bad (feat. Vassy) - Radio Edit,53,170625,0.00125,0.614,0.972,0.0186,5,0.328,-3.927,0,0.088,127.966,4,0.411,3122
6170,Rather Be with You - Acoustic,53,199704,0.817,0.579,0.256,0,11,0.134,-8.306,0,0.0384,109.901,4,0.258,5082
6171,Maze Rearrange,27,127520,0.359,0.336,0.673,0.356,7,0.131,-11.748,0,0.0741,170.035,3,0.265,50986
6172,Hey There Delilah,79,232533,0.872,0.657,0.291,0,2,0.114,-10.572,1,0.0293,103.973,4,0.298,9025
6173,Lakshmana,59,114500,0.853,0.648,0.217,0.604,7,0.107,-14.142,1,0.252,85.999,4,0.528,7777
6174,Ghetto Kyote,1,219943,0.193,0.672,0.377,0.626,7,0.0549,-8.486,0,0.512,140.061,4,0.811,5488
6175,Hedonism - Just Because You Feel Good,62,207360,0.0874,0.563,0.536,0.000105,10,0.164,-9.488,1,0.0286,81.094,4,0.312,5148
6176,"Lookie, Lookie",30,214986,0.75,0.546,0.514,0.0113,0,0.236,-10.352,1,0.0598,106.428,4,0.416,9137
6177,IDGAF,89,217946,0.0403,0.836,0.544,0,7,0.0824,-5.975,1,0.0943,97.028,4,0.51,4851
6178,"Notorious Thugs - Amended, 2014 Remastered Version",40,372973,0.115,0.695,0.888,6.43E-06,11,0.194,-4.062,0,0.116,154.874,4,0.762,7835
6179,Superhero,82,179997,0.82,0.681,0.34,0,7,0.285,-8.617,1,0.0339,129.98,4,0.417,7830
6180,Started,55,220800,0.0359,0.443,0.96,0.0332,0,0.222,-2.413,1,0.225,150.229,3,0.237,4551
6181,Runner,49,205000,0.423,0.768,0.912,1.13E-05,2,0.222,-4.622,1,0.14,91.44,4,0.0873,6333
6182,Gettin' Jiggy Wit It,72,227694,0.0175,0.881,0.874,1.19E-06,6,0.154,-4.505,1,0.139,107.891,4,0.858,6177
6183,Day Glo,59,219328,0.119,0.806,0.744,0.796,7,0.0956,-7.631,1,0.0938,120.034,4,0.146,7686
6184,Boys,73,162585,0.0646,0.867,0.545,0.000289,2,0.0505,-5.192,1,0.0625,139.943,4,0.525,21401
6185,BISC049: So Clear,26,187820,0.748,0.593,0.458,2.63E-06,8,0.243,-12.725,1,0.276,84.376,4,0.178,5577
6186,SAD!,96,166605,0.258,0.74,0.613,0.00372,8,0.123,-4.88,1,0.145,75.023,4,0.473,60423
6187,No Hay Manera,44,243466,0.268,0.949,0.685,0,10,0.0504,-2.473,0,0.125,102.537,4,0.738,4999
6188,Her Favorite Song,38,209293,0.0287,0.604,0.916,4.99E-06,10,0.452,-5.085,0,0.222,87.15,4,0.519,26156
6189,Oye Mujer,71,259240,0.168,0.746,0.585,0,4,0.264,-5.937,0,0.0491,182.018,4,0.948,2733
6190,Aquí Me Tienes,41,230706,0.45,0.594,0.475,1.07E-06,9,0.103,-6.18,1,0.0297,75.928,4,0.249,9916
6191,No Stylist,91,192172,0.0215,0.765,0.704,0,5,0.227,-4.589,0,0.127,147.055,4,0.498,7670
6192,Apple Pie,53,179447,0.017,0.633,0.925,0.000149,5,0.0889,-4.767,0,0.0976,117.049,4,0.472,59398
6193,XXX's And OOO's (An American Girl),48,167840,0.178,0.706,0.728,0,0,0.2,-5.726,1,0.0323,125.798,4,0.696,9292
6194,No Promises (feat. Demi Lovato),72,222786,0.0572,0.739,0.619,0,10,0.105,-6.669,1,0.162,112.961,4,0.58,70671
6195,Where You Are - Acoustic,59,243898,0.614,0.387,0.174,0,2,0.12,-14.765,1,0.0323,161.304,4,0.213,4322
6196,Something Big,2,161440,0.00779,0.699,0.854,0,7,0.138,-3.874,0,0.0427,112.027,4,0.747,6945
6197,Dragostea Din Tei - Original Romanian Version,2,213800,0.168,0.8,0.965,0,0,0.0705,-3.923,1,0.0415,130.08,4,0.71,6437
6198,Next Levels,51,229320,0.651,0.729,0.557,0.000123,6,0.262,-11.264,1,0.243,92.814,4,0.897,42634
6199,I Won't Let You Down,1,222440,0.0257,0.755,0.915,0,2,0.0351,-3.505,1,0.105,113.986,4,0.7,21003
6200,She Can't Love You,51,217666,0.036,0.963,0.742,0.000989,4,0.303,-6.597,0,0.0904,114.689,4,0.694,3382
6201,God Damn,51,221973,0.000597,0.5,0.947,0.00223,7,0.125,-5.75,0,0.122,120.021,4,0.267,4150
6202,WILCOX,38,174315,0.473,0.798,0.663,0,6,0.222,-6.425,1,0.28,145.937,4,0.606,6098
6203,Hang Loose,43,187826,0.0729,0.926,0.609,4.53E-06,7,0.103,-9.21,1,0.0628,114.973,4,0.217,4546
6204,Waiting for You,31,230000,0.502,0.524,0.274,0.257,6,0.0924,-13.931,1,0.295,167.998,4,0.342,62025
6205,Porque Te Fuiste Dulce Amor,40,357000,0.408,0.581,0.741,0.0128,0,0.22,-9.233,1,0.204,166.038,4,0.903,4055
6206,We Won't Be Alone (feat. Laura Brehm),61,234475,0.134,0.377,0.858,0.00185,11,0.0985,-4.9,0,0.148,174.751,4,0.117,5378
6207,Tranquility,52,297215,0.937,0.273,0.0937,0.877,0,0.571,-18.299,1,0.0295,101.122,4,0.0674,3162
6208,Functions On the Low,41,282067,0.816,0.74,0.649,0.152,8,0.201,-7.709,0,0.137,140.001,4,0.573,8649
6209,Pictures of Matchstick Men - Mono Version,53,190600,0.0672,0.241,0.604,4.98E-05,7,0.0541,-3.817,1,0.0313,173.134,4,0.417,6749
6210,TEST DRIVE,71,179423,0.71,0.646,0.648,0.00316,3,0.108,-8.602,1,0.0372,75.004,4,0.466,7541
6211,Grazin' In The Grass,34,196600,0.0544,0.595,0.742,0.00027,5,0.0844,-7.964,1,0.0314,118.555,4,0.946,5466
6212,Polar,55,236240,0.00679,0.795,0.994,0.904,8,0.057,0.525,0,0.0483,126.023,4,0.865,9095
6213,Happy Now,91,207029,0.579,0.503,0.741,1.49E-06,4,0.0712,-5.128,1,0.047,88.335,3,0.458,9103
6214,Shadowboxin',63,209973,0.0071,0.703,0.646,3.80E-06,1,0.16,-10.036,1,0.372,92.029,4,0.752,70392
6215,Let You Love Me,90,190000,0.288,0.531,0.854,0,10,0.0773,-3.149,1,0.198,94.419,4,0.456,8260
6216,Moon Unit,34,208903,0.0219,0.564,0.817,0.00272,2,0.107,-6.154,1,0.0267,129.896,4,0.785,5747
6217,Se Acabó El Juguetito,46,146146,0.946,0.733,0.31,6.96E-05,5,0.185,-14.075,1,0.0582,113.592,4,0.934,6134
6218,Something Just Like This,79,247626,0.0306,0.607,0.649,2.46E-05,11,0.174,-6.695,0,0.0362,102.996,4,0.505,23775
6219,I'm Still Here,75,241910,0.00697,0.437,0.719,3.86E-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284,5824
6220,Let Her Go,78,252866,0.385,0.509,0.538,0,7,0.104,-7.335,1,0.0572,75.089,4,0.244,19306
6221,Guiding Light,73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281,2298
6222,FEFE (feat. Nicki Minaj & Murda Beatz),96,179404,0.088,0.931,0.387,0,1,0.136,-9.127,1,0.412,125.978,4,0.376,4379
6223,Loving You,58,193170,0.225,0.487,0.846,0.355,2,0.41,-4.016,1,0.0555,122.978,4,0.367,3143
6224,In My Bed,50,230557,0.00424,0.851,0.77,0,11,0.0342,-5.667,0,0.0486,125.006,4,0.658,9037
6225,brookes was here2a,48,255091,0.834,0.15,0.172,0.908,6,0.0987,-19.842,0,0.0407,67.579,4,0.0411,2492
6226,Light My Fire,71,429760,0.369,0.413,0.725,2.16E-05,3,0.0905,-5.787,0,0.0324,124.618,4,0.44,4767
6227,Holding on to Forever,60,125983,0.993,0.404,0.0661,0.965,10,0.113,-22.196,1,0.0502,120.707,4,0.248,7892
6228,Call Me,63,212893,0.0336,0.551,0.628,0.000194,2,0.151,-13.799,1,0.036,142.167,4,0.777,6955
6229,Back & Forth,52,211360,0.0694,0.749,0.699,0,5,0.124,-7.193,0,0.0469,123.965,4,0.641,7320
6230,Take Me for My Words,41,149970,0.934,0.131,0.126,0.853,4,0.0939,-23.958,0,0.0342,74.448,3,0.0854,5589
6231,Normal,60,192200,0.528,0.749,0.419,7.85E-06,5,0.113,-9.41,1,0.0719,120.166,4,0.279,5373
6232,Pretty Girl - Cheat Codes X CADE Remix,76,193613,0.15,0.703,0.868,0.132,7,0.104,-4.661,0,0.0291,121.03,4,0.733,4665
6233,The Breach,68,253848,0.617,0.629,0.586,0.0803,1,0.129,-8.562,1,0.0269,102.995,5,0.526,5863
6234,Smoke Rising,52,273866,0.00183,0.572,0.735,0.782,9,0.0765,-6.042,1,0.0266,135.173,4,0.599,38048
6235,Let's Dance - 1999 Remastered Version,71,457133,0.00388,0.619,0.703,0.205,10,0.163,-9.414,0,0.0525,115.043,4,0.709,5525
6236,London Town,18,200408,0.00669,0.892,0.483,3.37E-05,1,0.113,-5.801,1,0.115,106.029,4,0.281,4444
6237,SUNDOWN,50,125217,0.163,0.816,0.754,0.00199,2,0.105,-5.922,1,0.152,92.023,4,0.704,2579
6238,I'm on Fire,72,155880,0.589,0.62,0.446,0.0299,1,0.0727,-14.451,0,0.0347,88.591,4,0.868,2396
6239,How to Save a Life,83,262533,0.269,0.64,0.743,0,10,0.101,-4.08,1,0.0379,122.035,4,0.361,11556
6240,Shadows Inside,59,236549,4.27E-06,0.367,0.972,1.08E-05,10,0.153,-4.08,0,0.192,179.959,4,0.296,5580
6241,All Star,83,200373,0.0319,0.731,0.861,0,11,0.0829,-5.881,1,0.0323,104.034,4,0.78,5934
6242,Man Can't,19,172714,0.074,0.845,0.787,0,9,0.104,-6.788,1,0.288,139.986,4,0.507,84229
6243,Cop Outs and Cover Ups,41,187655,0.00261,0.459,0.874,0,8,0.0975,-6.203,1,0.0739,144.963,4,0.55,63769
6244,Waiting,74,215688,0.344,0.783,0.465,0,4,0.0875,-7.335,0,0.0471,138.038,4,0.48,2252
6245,Something About The Way (Hot Or Not),30,185811,0.0765,0.662,0.951,1.48E-05,5,0.324,-5.644,0,0.296,123.108,4,0.554,5738
6246,Thunder,34,187146,0.00683,0.6,0.81,0.21,0,0.155,-4.749,1,0.0479,167.88,4,0.298,43226
6247,Ain't That Lonely Yet - Remastered,44,200706,0.431,0.598,0.732,3.31E-06,5,0.1,-5.098,1,0.0259,106.92,4,0.549,2115
6248,In My Feelings,70,217933,0.00623,0.735,0.482,0.0144,8,0.448,-9.445,1,0.139,181.995,4,0.315,93797
6249,blxt,51,56041,0.793,0.555,0.246,0.941,6,0.117,-13.867,1,0.0539,84.942,4,0.364,8830
6250,I Wish I Missed My Ex,70,205263,0.319,0.68,0.62,1.14E-06,0,0.158,-5.117,1,0.0607,95.078,4,0.537,2840
6251,Me Dejaste Abandonado,46,298640,0.00676,0.771,0.499,0.00207,6,0.083,-7.681,1,0.0769,129.887,4,0.963,7177
6252,calles feat. tuamie,5,152195,0.844,0.799,0.352,0.903,6,0.115,-9.943,1,0.159,83.564,4,0.435,7460
6253,When It All Fades,44,99775,0.46,0.461,0.477,0.932,2,0.0998,-9.37,1,0.0664,65.568,3,0.171,5237
6254,Moonshiner,46,263666,0.335,0.515,0.274,0.00291,0,0.119,-13.731,1,0.0282,142.776,4,0.187,7239
6255,Roads,73,234680,0.000607,0.527,0.812,0,2,0.368,-5.583,0,0.0328,131.89,4,0.491,6434
6256,Real For You,67,181974,0.132,0.65,0.527,0,5,0.0902,-7.465,0,0.532,120.094,5,0.705,4846
6257,Más De La Mitad,22,248893,0.706,0.537,0.576,0.000122,7,0.0992,-6.836,1,0.0347,97.878,4,0.14,9373
6258,SUMMER,63,285200,0.12,0.592,0.569,1.75E-05,10,0.251,-6.374,1,0.0634,135.414,4,0.562,4924
6259,Introverts,44,214680,0.116,0.756,0.369,5.33E-05,7,0.108,-6.409,1,0.225,65.877,4,0.553,5292
6260,Alone In A Room,70,245861,0.00251,0.482,0.946,0,4,0.0466,-3.231,0,0.0853,135.071,4,0.287,9976
6261,Take the Nite Off,48,160023,0.495,0.621,0.603,0.000135,5,0.123,-8.172,0,0.165,120.668,4,0.452,8964
6262,Valentine,78,196628,0.0601,0.746,0.767,1.07E-05,1,0.0859,-2.907,0,0.0374,94.007,4,0.773,40027
6263,Hong Kong Mambo,26,225933,0.844,0.673,0.599,0.884,10,0.151,-10.492,0,0.0483,91.168,4,0.732,2187
6264,Harder Better Faster Stronger (The Neptunes Remix),41,312506,0.608,0.85,0.74,0.000782,11,0.302,-6.327,0,0.0552,123.451,4,0.907,96813
6265,Upside Down,68,208653,0.248,0.786,0.648,0.000156,6,0.138,-8.317,0,0.0522,102.399,4,0.652,4670
6266,Querida (En Vivo) - En el Palacio de Bellas Artes,58,327333,0.463,0.52,0.499,0,2,0.104,-7.052,1,0.0247,87.804,4,0.423,9160
6267,You Shook Me All Night Long,77,210173,0.00287,0.532,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755,3659
6268,Clueless,64,227234,0.653,0.829,0.23,0.188,2,0.258,-16.559,1,0.0418,94.014,4,0.516,3996
6269,Say It Loud - I'm Black And I'm Proud,29,288440,0.176,0.83,0.441,0.00104,3,0.0482,-11.992,1,0.171,116.233,4,0.946,6876
6270,If I Were a Boy,68,249146,0.107,0.632,0.518,0,6,0.354,-6.126,1,0.0313,90.007,4,0.427,31562
6271,Can't Hide,64,184000,0.0429,0.61,0.69,6.76E-05,2,0.166,-2.656,0,0.091,179.944,4,0.318,76584
6272,You & Me,30,181524,0.000749,0.398,0.893,0,4,0.128,-3.217,1,0.0783,146.005,4,0.563,29587
6273,Footwurk Homicide,10,168520,0.0594,0.726,0.731,0,6,0.19,-6.712,1,0.57,122.079,3,0.797,5509
6274,Soy Puerto Rico,33,517408,0.557,0.807,0.93,1.82E-05,2,0.107,-2.039,1,0.0729,96.984,4,0.727,87603
6275,Monster Mash,61,192040,0.407,0.688,0.488,0,11,0.43,-14.195,0,0.357,69.77,4,0.707,8104
6276,You Decide,66,212920,0.205,0.747,0.533,0,1,0.119,-6.326,1,0.0403,139.937,4,0.38,8858
6277,Stitches,63,246000,0.913,0.636,0.233,1.40E-06,0,0.101,-9.381,1,0.0318,129.759,4,0.16,5383
6278,Sun Is Shining,6,255066,0.0863,0.284,0.774,0,2,0.0744,-3.039,1,0.0685,131.381,4,0.362,12976
6279,Easier Said Than Done,8,201951,0.437,0.557,0.447,0,9,0.316,-9.682,1,0.0345,81.967,4,0.345,43078
6280,Go All Night,2,200360,0.00523,0.733,0.637,0.000122,2,0.183,-8.056,1,0.0405,121.024,4,0.516,4848
6281,151 Rum,77,156695,0.199,0.73,0.86,0.00182,7,0.322,-3.532,1,0.191,129.952,4,0.647,7071
6282,end,0,229306,0.557,0.445,0.342,2.64E-05,0,0.118,-9.686,1,0.146,93.721,5,0.298,71552
6283,Redemption Song,71,233560,0.578,0.684,0.248,0,0,0.0643,-10.505,1,0.0435,116.002,4,0.621,4957
6284,"So Long, Marianne",59,340560,0.701,0.543,0.395,4.24E-05,9,0.0961,-11.396,1,0.0267,94.872,3,0.231,8165
6285,The Mack,72,167038,0.0626,0.711,0.882,0,0,0.226,-4.276,1,0.0576,106.017,4,0.56,2744
6286,Meant to Be (feat. Florida Georgia Line),88,163870,0.047,0.643,0.783,0,10,0.083,-6.458,1,0.0856,154.084,4,0.579,62525
6287,Black Dahlia,45,329827,0.0148,0.554,0.765,2.44E-05,11,0.336,-5.7,0,0.183,88.038,4,0.133,2689
6288,Broken Bones,33,181453,0.000259,0.3,0.98,1.06E-05,4,0.479,-3.465,1,0.0982,105.278,4,0.399,60109
6289,Psycho,70,316717,0.00114,0.555,0.883,0.041,2,0.868,-3.426,1,0.0341,125.02,4,0.507,2906
6290,Love The Way You Lie,20,158146,0.188,0.437,0.878,0,10,0.351,-3.876,1,0.396,79.474,4,0.621,5751
6291,Leave Me Alone,69,195637,0.107,0.792,0.743,0,7,0.183,-2.806,1,0.0851,150.024,4,0.742,80769
6292,Closer to Me,49,189017,0.877,0.488,0.24,0.787,0,0.258,-12.721,1,0.0699,75.995,4,0.127,6894
6293,Whole Lotta Love,77,333893,0.0484,0.412,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,4,0.422,5191
6294,Islands In The Stream,49,249880,0.427,0.589,0.641,0,8,0.0558,-5.533,1,0.0313,204.003,4,0.795,8611
6295,Fine Fine,33,205006,0.25,0.729,0.78,0,9,0.0869,-8.026,0,0.347,96.046,4,0.815,2219
6296,Polaroid,81,193377,0.293,0.652,0.897,0,7,0.0722,-4.481,0,0.036,114.033,4,0.475,26732
6297,Mi Gente,40,189029,0.0178,0.548,0.701,1.34E-05,11,0.134,-4.862,0,0.0914,104.237,4,0.309,4478
6298,I Still Wait For You,60,244940,0.0126,0.472,0.679,0,9,0.102,-6.089,0,0.163,129.98,4,0.311,8494
6299,Rumor,76,198440,0.749,0.655,0.56,0,9,0.115,-6.857,1,0.0486,140.975,4,0.599,9359
6300,Eyes Wide Shut,54,223498,0.0215,0.664,0.61,0,6,0.0947,-4.384,0,0.0361,118.015,4,0.192,20742
6301,Free,40,300506,0.202,0.61,0.562,0.00597,10,0.155,-6.025,0,0.0399,178.029,4,0.493,13240
6302,Bridges Burn,54,258431,0.192,0.654,0.595,1.27E-05,7,0.132,-5.354,0,0.0293,101.032,4,0.207,68997
6303,Midnight City,75,243960,0.0182,0.507,0.729,1.40E-06,11,0.0658,-5.399,0,0.0393,105.013,4,0.272,2143
6304,Shed a Light,70,191379,0.112,0.483,0.787,0,8,0.257,-5.244,1,0.102,122.058,4,0.58,47293
6305,Oye Como Va,27,181069,0.651,0.712,0.339,0.000845,7,0.0829,-15.237,1,0.051,123.753,4,0.886,5962
6306,Ginger (feat. Wizkid),47,232120,0.0596,0.777,0.897,0,1,0.29,-2.871,1,0.0516,126.018,4,0.964,9936
6307,Shiver,58,233013,0.715,0.423,0.183,4.25E-05,9,0.104,-13.517,1,0.0344,122.341,3,0.142,5767
6308,My Love Is Your Love,58,260120,0.0449,0.77,0.471,3.95E-06,7,0.0669,-9.578,1,0.156,82.515,4,0.474,4924
6309,Stay a Little Longer,54,205469,0.148,0.71,0.695,1.35E-06,0,0.132,-7.008,1,0.0405,120.007,4,0.455,36949
6310,Dancing in the Moonlight - PBH & Jack Shizzle Sunset Remix Radio Edit,51,136320,0.0319,0.778,0.785,0.222,6,0.0603,-4.394,0,0.0408,125.013,4,0.535,4366
6311,New Noise,3,312720,0.0045,0.68,0.763,0.00462,9,0.106,-8.158,1,0.0908,105.902,4,0.385,79946
6312,Collard Greens,75,299960,0.025,0.825,0.575,9.94E-06,11,0.205,-4.87,1,0.0633,153.954,4,0.65,5186
6313,So What,65,215160,0.000304,0.535,0.886,2.26E-06,11,0.257,-3.106,1,0.045,126.012,4,0.445,5952
6314,Best Part (feat. H.E.R.),82,209831,0.808,0.524,0.364,0,7,0.1,-10.209,1,0.0367,75.24,4,0.436,9412
6315,Guerrilla Radio,70,206200,0.0129,0.599,0.957,7.06E-05,11,0.155,-5.764,1,0.188,103.68,4,0.489,9685
6316,Everybody Dies,75,250266,0.138,0.574,0.926,2.59E-06,9,0.38,-3.935,0,0.207,94.279,4,0.835,2713
6317,Aparentemente,40,304320,0.658,0.613,0.523,0.00014,0,0.0753,-10.559,1,0.0368,89.287,4,0.788,63697
6318,The Ice Ape (feat. Chief Keef),52,190120,0.0986,0.648,0.861,0,8,0.0892,-6.741,1,0.431,163.22,4,0.528,2705
6319,With My Words,55,222441,0.262,0.745,0.704,0,9,0.333,-7.137,1,0.146,100.031,4,0.489,20814
6320,Un Tipo Como Yo,34,281426,0.282,0.659,0.821,7.01E-05,7,0.239,-5.409,1,0.0418,97.862,4,0.903,24901
6321,Never Meant to Be,55,175800,0.00917,0.476,0.849,0,7,0.0952,-5.031,0,0.0499,123.23,4,0.439,24896
6322,On the Frame,55,219480,0.92,0.716,0.307,0.000456,5,0.0905,-13.988,1,0.0402,140.027,4,0.5,8977
6323,Since U Been Gone,75,188960,0.00165,0.662,0.741,0.0303,0,0.114,-5.406,1,0.0334,131,4,0.404,94110
6324,Stylo (feat. Mos Def and Bobby Womack),65,270520,0.00604,0.686,0.751,0.000849,10,0.0979,-5.747,0,0.0604,100.222,4,0.851,9819
6325,1979,19,265893,0.0218,0.768,0.744,0.712,8,0.063,-11.267,1,0.0338,127.036,4,0.963,7753
6326,Every Rose Has Its Thorn - Remastered 2003,71,260173,0.16,0.533,0.637,1.12E-05,6,0.369,-5.571,1,0.0323,140.167,4,0.292,4008
6327,Drip On You,39,115872,0.0216,0.705,0.477,0,9,0.219,-11.399,0,0.15,86.028,4,0.499,6196
6328,Spotlight,81,177600,0.0145,0.546,0.822,0,7,0.742,-4.483,1,0.151,150.06,4,0.615,65001
6329,Desert Winds,46,259870,0.953,0.489,0.114,0.87,10,0.0921,-22.056,0,0.0331,124.022,4,0.0927,8765
6330,Cool Again,61,191935,0.443,0.774,0.45,3.28E-05,11,0.127,-6.86,1,0.0896,90.055,4,0.648,3006
6331,Climax (feat. 6lack),76,189093,0.0608,0.829,0.362,0,0,0.135,-11.546,0,0.231,122.912,4,0.369,61021
6332,WE GON DANCE,12,219320,0.0517,0.805,0.738,0.875,11,0.0744,-12.079,0,0.255,160.047,4,0.412,8918
6333,Ain't No Half-Steppin',57,319906,0.00569,0.836,0.728,0.000819,10,0.0649,-12.058,0,0.234,100.842,4,0.599,3969
6334,I Miss You (feat. Julia Michaels) - Stadiumx Remix,55,194516,0.0273,0.6,0.911,0,3,0.174,-3.29,1,0.0547,123.944,4,0.619,7180
6335,Better Days,46,244822,0.366,0.296,0.381,0,7,0.17,-7.986,0,0.0386,72.383,4,0.343,39004
6336,Runaway - 2004 Remastered Version,52,139320,0.172,0.535,0.579,0,8,0.0936,-6.156,1,0.0529,75.75,4,0.743,6654
6337,Sunflower - Spider-Man: Into the Spider-Verse,66,158053,0.541,0.757,0.501,0,2,0.0718,-5.593,1,0.0466,89.931,4,0.91,4249
6338,Autumn Sweater,61,318373,0.141,0.628,0.455,0.693,7,0.135,-12.436,1,0.0427,102.09,4,0.858,9708
6339,Don't Let Me Down,84,208373,0.157,0.532,0.869,0.00508,11,0.136,-5.094,1,0.172,159.803,4,0.422,6442
6340,Look At That Butt,38,152136,0.0169,0.765,0.813,0.0232,2,0.0578,-3.735,1,0.0604,159.936,4,0.773,7033
6341,Me & U,72,192213,0.352,0.803,0.454,0,8,0.0655,-4.802,0,0.0294,99.99,4,0.739,9885
6342,Kamikaze,25,139200,0.329,0.796,0.565,0,8,0.102,-7.631,0,0.128,100.003,4,0.547,4503
6343,Twilight,49,212712,0.246,0.678,0.89,0,7,0.321,-1.947,0,0.117,125.018,4,0.509,4679
6344,BIG LOVE,73,277173,0.0488,0.759,0.455,0.0134,7,0.25,-10.319,1,0.0457,92.02,4,0.134,5307
6345,Echame A Mi La Culpa,50,177800,0.308,0.623,0.505,0,0,0.261,-12.736,1,0.0294,110.983,4,0.817,8838
6346,Piensa,50,197770,0.143,0.543,0.61,0,5,0.0927,-7.988,0,0.029,114.702,3,0.291,2458
6347,What's Up?,40,295493,0.156,0.566,0.57,0,11,0.118,-9.875,0,0.0285,134.537,4,0.491,4787
6348,Today All Over Again,26,196666,0.641,0.574,0.17,0,7,0.12,-17.717,1,0.0267,87.18,3,0.491,9664
6349,CPR,73,203142,0.626,0.673,0.389,8.47E-05,7,0.0987,-12.165,0,0.165,140.078,4,0.191,5794
6350,Metrotech,45,212962,0.115,0.869,0.586,0.0892,9,0.11,-6.197,1,0.0408,119.47,4,0.888,7272
6351,Tango,14,186055,0.2,0.53,0.519,0,4,0.112,-5.998,0,0.224,144.993,4,0.462,7941
6352,Lambada - Original Version 1989,67,207466,0.211,0.756,0.8,0.000723,5,0.047,-5.158,1,0.0329,118.921,4,0.967,4604
6353,Head Above Water,86,220850,0.0112,0.578,0.694,0,5,0.102,-5.351,1,0.0706,129.921,4,0.268,6056
6354,Overdose (feat. Chris Brown),69,174251,0.231,0.405,0.616,0,5,0.347,-5.847,0,0.0889,141.029,4,0.543,68149
6355,The Few Things (with Charlotte Lawrence),67,211567,0.64,0.536,0.426,5.88E-06,7,0.147,-10.446,1,0.123,135.872,4,0.375,7022
6356,No Le Pare,40,179680,0.594,0.717,0.375,0.000172,7,0.332,-9.357,0,0.0654,73.654,4,0.961,8976
6357,çafé,26,132413,0.837,0.723,0.473,0.891,9,0.118,-11.193,0,0.0852,173.971,4,0.579,11247
6358,1-800-273-8255,86,250173,0.57,0.62,0.574,0,5,0.19,-7.788,0,0.0479,100.021,4,0.352,8263
6359,El Mas Poderoso,64,165987,0.607,0.66,0.475,0,10,0.0715,-5.296,1,0.064,109.293,4,0.867,6068
6360,I Won't Fight It,0,331106,0.551,0.332,0.512,0.564,4,0.0917,-8.636,1,0.0358,155.885,4,0.0377,95869
6361,Straight Jacket,50,205065,0.138,0.64,0.659,0,7,0.119,-5.265,1,0.0663,79.982,4,0.944,39905
6362,Falls (feat. Sasha Sloan),69,232936,0.0398,0.294,0.697,0.00011,6,0.136,-6.029,1,0.128,160.566,4,0.183,8399
6363,Ladies,53,199024,0.132,0.835,0.775,0,4,0.0397,-7.624,0,0.252,121.987,4,0.546,5343
6364,Like To Be You feat. Julia Michaels,63,159400,0.809,0.736,0.45,0,2,0.108,-9.406,1,0.228,153.888,4,0.663,6753
6365,Grow Old with Me,48,182720,0.509,0.474,0.583,0,7,0.25,-7.488,1,0.0278,146.007,4,0.367,44830
6366,Work from Home,64,216575,0.102,0.803,0.631,7.39E-06,8,0.0858,-4.213,1,0.0444,104.999,4,0.659,9606
6367,Mona Lisa (feat. Kendrick Lamar),92,324189,0.371,0.855,0.694,0,2,0.109,-4.393,1,0.169,122.078,4,0.49,26041
6368,Bailando,10,226173,0.058,0.615,0.99,6.18E-05,8,0.129,-3.42,0,0.0686,132.829,4,0.793,2160
6369,Bag,34,142628,0.402,0.885,0.672,0,11,0.104,-5.562,0,0.102,127.993,4,0.57,7363
6370,Sound of Walking Away,56,253333,0.075,0.345,0.79,0.000165,2,0.101,-2.761,1,0.065,179.849,4,0.208,93124
6371,Push It,40,154906,0.000393,0.557,0.977,4.42E-06,0,0.291,-3.965,1,0.0493,149.879,4,0.504,6356
6372,Try,47,247275,0.259,0.46,0.32,0,7,0.114,-8.159,1,0.0336,131.701,4,0.175,56241
6373,Drop,75,210545,0.0066,0.858,0.65,2.07E-06,8,0.121,-4.919,1,0.241,147.031,4,0.653,31075
6374,Don't Go Breaking My Heart,75,275440,0.177,0.728,0.824,1.48E-06,5,0.06,-8.632,1,0.0353,131.468,4,0.787,7543
6375,Mad Love,67,199944,0.00523,0.804,0.823,2.77E-06,11,0.168,-3.496,0,0.147,98.026,4,0.619,5303
6376,Issa Goal,50,216774,0.161,0.708,0.767,0,4,0.328,-4.368,0,0.258,124.453,4,0.853,9593
